Purchase Year,Purchase Recency,Ticket Subject,Ticket Type,Customer Gender,Response Duration (hrs),Duration Bucket,Ticket Channel
0.0,0.9867258687843836,11,4,0,-0.5708787376714444,2,0
0.0,0.9867258687843836,1,3,1,-0.2432059542969117,3,1
1.0,-1.0134527041760542,1,0,1,0.5846907058249128,4,3
0.0,0.9867258687843836,0,3,1,-1.5538970877950422,1,2
1.0,-1.0134527041760542,4,3,0,-0.229262431600123,3,3
1.0,-1.0134527041760542,2,0,2,0.3337072972827176,3,1
0.0,0.9867258687843836,5,1,1,1.3690138575192723,4,1
1.0,-1.0134527041760542,6,3,1,1.198205704483612,4,1
1.0,-1.0134527041760542,15,4,2,0.8252164723445164,4,2
1.0,-1.0134527041760542,9,0,0,-1.6881034937516328,1,2
1.0,-1.0134527041760542,10,4,0,1.4840479197677787,5,3
1.0,-1.0134527041760542,0,2,0,0.6648659613314474,4,3
0.0,0.9867258687843836,0,1,0,0.1855573686293384,3,2
0.0,0.9867258687843836,12,2,2,-1.208794901049524,2,3
1.0,-1.0134527041760542,2,0,1,0.0461221416614522,3,1
0.0,0.9867258687843836,12,3,1,-0.1246860113742084,3,3
1.0,-1.0134527041760542,13,2,2,-0.7225145469990206,2,1
0.0,0.9867258687843836,1,3,0,0.3093061325633375,3,1
0.0,0.9867258687843836,6,0,2,0.5707471831281242,4,2
0.0,0.9867258687843836,3,3,0,-0.3704405989051079,3,0
0.0,0.9867258687843836,13,1,2,0.9907958043688812,4,0
1.0,-1.0134527041760542,8,4,0,1.2086633465062036,4,1
1.0,-1.0134527041760542,2,2,1,0.3964531494182663,3,1
1.0,-1.0134527041760542,6,2,0,1.6217402063985664,5,3
1.0,-1.0134527041760542,8,0,0,-0.1281718920484055,3,3
1.0,-1.0134527041760542,11,1,1,-0.5255622889068813,2,2
0.0,0.9867258687843836,14,4,0,0.3703090443617877,3,3
1.0,-1.0134527041760542,8,2,0,-0.2798077013759818,3,3
0.0,0.9867258687843836,3,4,1,0.3389361182940132,3,2
0.0,0.9867258687843836,0,0,2,-0.3965847039615865,3,2
0.0,0.9867258687843836,11,4,2,-1.1826507959930452,2,2
1.0,-1.0134527041760542,11,0,1,1.43350264999192,4,3
1.0,-1.0134527041760542,5,1,0,1.0988581052689932,4,0
1.0,-1.0134527041760542,0,4,1,1.454417934037103,4,3
1.0,-1.0134527041760542,15,3,1,1.3637850365079769,4,2
0.0,0.9867258687843836,11,0,1,0.319763774585929,3,3
1.0,-1.0134527041760542,11,4,1,0.0565797836840436,3,3
0.0,0.9867258687843836,2,3,2,0.1350120988534797,3,0
1.0,-1.0134527041760542,7,3,2,-0.1787171618242643,3,2
1.0,-1.0134527041760542,1,4,1,-0.849749191607217,2,3
0.0,0.9867258687843836,8,4,1,-0.5569352149746557,2,2
1.0,-1.0134527041760542,5,4,1,-0.2693500593533903,3,1
1.0,-1.0134527041760542,1,1,2,0.7711853218944605,4,0
1.0,-1.0134527041760542,6,0,0,1.255722735607865,4,0
0.0,0.9867258687843836,11,4,2,-0.0967989659806311,3,3
1.0,-1.0134527041760542,6,1,2,0.0077774542452835,3,0
1.0,-1.0134527041760542,5,2,0,-1.8083663770114349,1,2
0.0,0.9867258687843836,11,0,0,1.644398430780848,5,1
0.0,0.9867258687843836,15,3,2,0.0182350962678749,3,2
0.0,0.9867258687843836,6,3,0,0.1559273828986626,3,3
1.0,-1.0134527041760542,4,4,1,-1.8989992745405608,1,3
1.0,-1.0134527041760542,4,2,2,-0.0113948894628008,3,3
0.0,0.9867258687843836,10,2,1,1.5816525786452993,5,2
0.0,0.9867258687843836,13,2,2,-0.985698537900906,2,3
0.0,0.9867258687843836,0,4,2,-1.3761171734109876,2,0
0.0,0.9867258687843836,3,1,0,0.6631230209943487,4,1
0.0,0.9867258687843836,0,1,2,-2.048892143531038,1,3
0.0,0.9867258687843836,15,3,0,0.2988484905407459,3,1
0.0,0.9867258687843836,10,4,2,-0.2240336105888273,3,1
1.0,-1.0134527041760542,12,0,1,0.9472222959414168,4,1
1.0,-1.0134527041760542,12,3,2,-1.0501873303735534,2,1
1.0,-1.0134527041760542,15,4,2,1.7960342401084244,5,2
1.0,-1.0134527041760542,12,0,0,0.7467841571750805,4,0
1.0,-1.0134527041760542,1,3,1,-0.027081352496688,3,3
1.0,-1.0134527041760542,11,2,1,0.141983860201874,3,3
0.0,0.9867258687843836,10,4,2,0.0130062752565792,3,1
0.0,0.9867258687843836,11,1,1,-0.4174999880067694,3,0
1.0,-1.0134527041760542,3,4,0,-1.1355914068913835,2,0
0.0,0.9867258687843836,9,3,2,0.4191113738005479,3,2
0.0,0.9867258687843836,10,4,2,0.711925350433109,4,3
0.0,0.9867258687843836,9,3,1,-1.1024755404865103,2,0
1.0,-1.0134527041760542,8,4,2,1.2626944969562597,4,2
0.0,0.9867258687843836,13,2,2,-1.5399535650982534,1,0
0.0,0.9867258687843836,1,3,2,1.2208639288658936,4,1
1.0,-1.0134527041760542,3,3,1,0.1402409198647754,3,0
1.0,-1.0134527041760542,12,4,1,0.1053821131228038,3,0
0.0,0.9867258687843836,13,1,1,1.2208639288658936,4,0
0.0,0.9867258687843836,14,0,1,-0.7939751008200623,2,1
1.0,-1.0134527041760542,9,1,0,0.3755378653730834,3,1
0.0,0.9867258687843836,11,4,2,-1.7595640475726744,1,1
0.0,0.9867258687843836,11,1,0,1.7385172089841712,5,0
0.0,0.9867258687843836,12,0,2,0.9541940572898112,4,1
0.0,0.9867258687843836,6,1,1,-0.8793791773378927,2,0
0.0,0.9867258687843836,2,0,0,-1.9565163056648136,1,2
1.0,-1.0134527041760542,9,1,1,0.3912243284069706,3,1
0.0,0.9867258687843836,6,0,1,2.0679329326958023,5,0
1.0,-1.0134527041760542,8,1,0,-0.4384152720519524,3,3
1.0,-1.0134527041760542,2,4,2,2.2056252193265897,5,3
0.0,0.9867258687843836,11,2,2,-0.2728359400275875,3,2
1.0,-1.0134527041760542,9,3,1,-1.1460490489139752,2,2
0.0,0.9867258687843836,15,3,0,-0.3965847039615865,3,1
0.0,0.9867258687843836,11,3,1,0.6631230209943487,4,1
0.0,0.9867258687843836,15,2,1,1.909325362019832,5,3
0.0,0.9867258687843836,1,2,2,-1.5626117894805351,1,3
1.0,-1.0134527041760542,6,4,2,-0.1194571903629126,3,0
0.0,0.9867258687843836,0,3,1,-1.695075255100027,1,3
0.0,0.9867258687843836,4,2,0,-1.039729688350962,2,0
1.0,-1.0134527041760542,15,3,0,-0.2188047895775316,3,3
0.0,0.9867258687843836,10,1,0,-2.066321546902024,1,1
0.0,0.9867258687843836,10,3,0,0.2866479081810559,3,2
1.0,-1.0134527041760542,15,0,0,0.1942720703148313,3,1
1.0,-1.0134527041760542,2,1,2,1.5938531610049893,5,0
0.0,0.9867258687843836,10,2,0,0.6352359756007715,4,1
1.0,-1.0134527041760542,8,4,0,-0.811404504191048,2,0
0.0,0.9867258687843836,14,3,0,0.8443888160526009,4,2
0.0,0.9867258687843836,12,0,0,-0.138629534070997,3,1
1.0,-1.0134527041760542,11,2,1,0.0234639172791707,3,2
1.0,-1.0134527041760542,3,3,2,-1.3133713212754383,2,3
0.0,0.9867258687843836,1,2,1,-0.0218525314853923,3,0
1.0,-1.0134527041760542,11,0,0,0.3005914308778446,3,3
0.0,0.9867258687843836,13,1,0,-0.886350938686287,2,2
1.0,-1.0134527041760542,2,1,2,0.5393742570603497,4,1
1.0,-1.0134527041760542,0,4,1,2.0679329326958023,5,1
0.0,0.9867258687843836,10,4,2,-0.497675243513304,2,1
1.0,-1.0134527041760542,11,1,0,-1.9617451266761088,1,3
1.0,-1.0134527041760542,9,1,0,-0.0235954718224908,3,1
0.0,0.9867258687843836,5,2,2,0.2448173400906901,3,1
1.0,-1.0134527041760542,15,3,0,1.173804539764232,4,3
1.0,-1.0134527041760542,7,4,2,0.1559273828986626,3,0
1.0,-1.0134527041760542,8,3,1,-1.6183858802676896,1,2
1.0,-1.0134527041760542,3,1,2,-0.19614656519525,3,3
0.0,0.9867258687843836,14,2,0,-0.4314435107035581,3,0
0.0,0.9867258687843836,12,4,0,-0.6649975158747675,2,0
1.0,-1.0134527041760542,5,4,0,1.5171637861726517,5,3
0.0,0.9867258687843836,13,4,2,0.175099726606747,3,1
0.0,0.9867258687843836,3,1,1,-0.1595448181161799,3,2
0.0,0.9867258687843836,0,3,1,0.9071346681881496,4,1
0.0,0.9867258687843836,13,3,1,0.6108348108813915,4,3
1.0,-1.0134527041760542,11,3,0,-0.1490871760935884,3,1
1.0,-1.0134527041760542,9,2,0,-0.0497395768789695,3,3
0.0,0.9867258687843836,7,1,0,-1.2645689918366785,2,2
0.0,0.9867258687843836,2,3,1,-1.076331435430032,2,0
1.0,-1.0134527041760542,2,3,0,0.4992866293070824,3,3
0.0,0.9867258687843836,10,2,1,0.4731425242506038,3,3
0.0,0.9867258687843836,8,0,2,0.2814190871697602,3,2
1.0,-1.0134527041760542,8,0,2,0.0269497979533678,3,3
0.0,0.9867258687843836,12,0,0,0.042636260987255,3,2
1.0,-1.0134527041760542,8,0,2,0.2378455787422958,3,2
0.0,0.9867258687843836,10,3,2,-0.2658641786791932,3,0
0.0,0.9867258687843836,8,2,0,0.2308738173939014,3,1
0.0,0.9867258687843836,7,3,1,0.5951483478475043,4,1
1.0,-1.0134527041760542,4,0,1,1.8727236149407616,5,0
1.0,-1.0134527041760542,9,4,2,-0.5499634536262614,2,2
1.0,-1.0134527041760542,3,3,2,-0.753887473066795,2,2
0.0,0.9867258687843836,11,3,2,-0.3216382694663477,3,2
1.0,-1.0134527041760542,10,3,0,2.175995233595914,5,0
0.0,0.9867258687843836,0,3,1,0.3459078796424076,3,3
0.0,0.9867258687843836,3,0,0,0.1297832778421839,3,0
1.0,-1.0134527041760542,0,0,0,0.1559273828986626,3,0
0.0,0.9867258687843836,0,1,1,0.3633372830133933,3,1
1.0,-1.0134527041760542,14,4,0,1.42130206763223,4,0
1.0,-1.0134527041760542,6,2,0,0.4487413595312237,3,3
0.0,0.9867258687843836,1,2,2,-0.1769742214871657,3,1
0.0,0.9867258687843836,13,0,2,-0.3390676728373334,3,1
0.0,0.9867258687843836,4,0,0,-1.2366819464431011,2,2
0.0,0.9867258687843836,15,3,2,0.1402409198647754,3,1
0.0,0.9867258687843836,2,1,2,1.843093629210086,5,1
1.0,-1.0134527041760542,2,2,2,-0.8549780126185126,2,1
1.0,-1.0134527041760542,9,1,2,-1.0362438076767648,2,3
0.0,0.9867258687843836,5,2,2,-0.7939751008200623,2,1
0.0,0.9867258687843836,13,4,0,1.00473932706567,4,2
1.0,-1.0134527041760542,13,2,0,-0.8776362370007941,2,3
1.0,-1.0134527041760542,15,3,1,-2.0175192174632643,1,1
0.0,0.9867258687843836,4,4,2,1.5032202634758631,5,0
1.0,-1.0134527041760542,9,3,1,-1.8676263484727864,1,2
1.0,-1.0134527041760542,4,1,1,-1.3063995599270444,2,1
1.0,-1.0134527041760542,4,3,1,-0.2135759685662359,3,0
1.0,-1.0134527041760542,10,1,1,0.9855669833575856,4,1
0.0,0.9867258687843836,8,2,1,-0.7190286663248234,2,1
1.0,-1.0134527041760542,15,1,2,-0.7922321604829637,2,1
0.0,0.9867258687843836,12,3,1,-0.2013753862065458,3,1
1.0,-1.0134527041760542,5,1,2,1.1354598523480637,4,2
1.0,-1.0134527041760542,7,3,2,1.6374266694324535,5,1
0.0,0.9867258687843836,3,1,0,1.487533800441976,5,0
0.0,0.9867258687843836,11,3,0,-0.1072566080032226,3,0
1.0,-1.0134527041760542,1,1,2,-0.0061660684515051,3,0
1.0,-1.0134527041760542,9,1,1,0.748527097512179,4,0
1.0,-1.0134527041760542,15,2,1,-0.340810613174432,3,2
0.0,0.9867258687843836,5,1,1,-0.1421154147451941,3,0
1.0,-1.0134527041760542,11,1,2,0.6753236033540388,4,1
1.0,-1.0134527041760542,3,3,1,-1.2593401708253826,2,0
1.0,-1.0134527041760542,3,4,0,0.7746712025686577,4,0
0.0,0.9867258687843836,6,1,1,0.542860137734547,4,1
0.0,0.9867258687843836,12,4,0,1.5955961013420878,5,3
1.0,-1.0134527041760542,12,4,2,-0.9944132395863988,2,0
0.0,0.9867258687843836,0,2,1,-0.938639148799244,2,1
1.0,-1.0134527041760542,4,2,1,-0.0584542785644624,3,2
0.0,0.9867258687843836,12,1,0,0.2709614451471687,3,0
1.0,-1.0134527041760542,14,0,1,-0.328610030814742,3,0
1.0,-1.0134527041760542,8,0,2,0.3302214166085204,3,2
0.0,0.9867258687843836,10,4,1,-1.1408202279026796,2,0
0.0,0.9867258687843836,1,1,0,-1.3238289632980302,2,1
1.0,-1.0134527041760542,6,4,0,-0.1002848466548283,3,2
1.0,-1.0134527041760542,8,0,2,0.9036487875139524,4,3
0.0,0.9867258687843836,15,4,1,0.1820714879551412,3,1
1.0,-1.0134527041760542,6,4,0,0.4748854645877023,3,2
1.0,-1.0134527041760542,9,4,0,-0.1229430710371098,3,0
0.0,0.9867258687843836,15,1,2,0.2779332064955631,3,3
0.0,0.9867258687843836,6,2,0,1.5311073088694405,5,2
0.0,0.9867258687843836,7,1,1,0.6090918705442928,4,3
0.0,0.9867258687843836,12,1,2,1.3864432608902584,4,1
1.0,-1.0134527041760542,0,3,2,-1.3395154263319171,2,1
1.0,-1.0134527041760542,3,2,1,-0.1874318635097572,3,3
0.0,0.9867258687843836,1,3,1,-0.6022516637392187,2,1
0.0,0.9867258687843836,11,3,0,0.3337072972827176,3,3
0.0,0.9867258687843836,15,3,1,1.5345931895436378,5,1
1.0,-1.0134527041760542,9,2,0,-0.0445107558676738,3,1
0.0,0.9867258687843836,8,3,0,1.4404744113403145,4,3
0.0,0.9867258687843836,8,4,1,-1.4702359516143106,1,2
1.0,-1.0134527041760542,0,4,2,1.6130255047130737,5,3
1.0,-1.0134527041760542,5,1,0,0.3511367006537033,3,2
0.0,0.9867258687843836,1,2,1,0.3511367006537033,3,3
1.0,-1.0134527041760542,6,2,2,-1.0937608388010178,2,1
0.0,0.9867258687843836,13,4,0,-0.5098758258729942,2,0
1.0,-1.0134527041760542,1,4,2,-1.308142500264143,2,3
0.0,0.9867258687843836,6,1,0,-0.3791553005906007,3,1
0.0,0.9867258687843836,7,3,0,-0.0044231281144065,3,1
0.0,0.9867258687843836,13,4,1,-0.922952685765357,2,0
0.0,0.9867258687843836,13,3,2,0.3127920132375346,3,2
1.0,-1.0134527041760542,6,3,1,1.3114968263950195,4,1
0.0,0.9867258687843836,6,3,1,-0.5952799023908244,2,2
0.0,0.9867258687843836,2,4,2,1.689714879545411,5,0
0.0,0.9867258687843836,4,2,1,0.1506985618873668,3,0
1.0,-1.0134527041760542,0,0,0,0.3162778939117318,3,2
0.0,0.9867258687843836,9,0,0,0.2099585333487185,3,0
0.0,0.9867258687843836,9,3,2,-1.1024755404865103,2,1
0.0,0.9867258687843836,11,3,1,-0.774802757111978,2,2
1.0,-1.0134527041760542,7,2,1,-0.217061849240433,3,3
0.0,0.9867258687843836,11,4,0,-1.1983372590269326,2,0
0.0,0.9867258687843836,13,3,1,2.0888482167409856,5,3
0.0,0.9867258687843836,12,4,2,1.152889255719049,4,0
1.0,-1.0134527041760542,6,2,2,-1.031014986665469,2,2
1.0,-1.0134527041760542,3,3,1,0.5271736747006597,4,0
0.0,0.9867258687843836,0,0,2,-0.4593305560971353,3,0
1.0,-1.0134527041760542,3,4,2,0.0461221416614522,3,0
1.0,-1.0134527041760542,1,2,0,-1.4336342045352406,2,2
0.0,0.9867258687843836,1,4,2,0.2413314594164929,3,1
1.0,-1.0134527041760542,8,2,2,0.1158397551453953,3,2
1.0,-1.0134527041760542,1,1,0,0.4626848822280123,3,3
1.0,-1.0134527041760542,12,0,0,0.8252164723445164,4,1
1.0,-1.0134527041760542,15,1,0,0.3598514023391962,3,0
1.0,-1.0134527041760542,11,3,0,1.8256642258391,5,1
1.0,-1.0134527041760542,10,1,0,0.2674755644729716,3,3
0.0,0.9867258687843836,15,4,0,-0.1281718920484055,3,3
1.0,-1.0134527041760542,8,1,1,-2.3260196571297125,1,0
1.0,-1.0134527041760542,4,2,2,-0.9142379840798645,2,0
1.0,-1.0134527041760542,8,1,1,-0.4785028998052197,2,0
0.0,0.9867258687843836,3,2,0,1.081428701898007,4,1
1.0,-1.0134527041760542,0,1,2,-1.3395154263319171,2,0
0.0,0.9867258687843836,13,3,2,-0.0305672331708852,3,0
0.0,0.9867258687843836,7,3,1,-0.5656499166601486,2,1
0.0,0.9867258687843836,13,0,2,-0.2414630139598131,3,0
1.0,-1.0134527041760542,15,3,2,1.5973390416791866,5,0
0.0,0.9867258687843836,1,2,2,-0.8950656403717799,2,3
1.0,-1.0134527041760542,5,0,2,0.2430743997535915,3,2
0.0,0.9867258687843836,7,2,0,-1.4475777272320292,1,1
1.0,-1.0134527041760542,5,4,0,-0.0253384121595894,3,2
1.0,-1.0134527041760542,11,3,2,-0.7626021747522879,2,0
1.0,-1.0134527041760542,0,4,1,0.6666089016685459,4,3
1.0,-1.0134527041760542,12,2,2,0.8409029353784038,4,3
1.0,-1.0134527041760542,8,0,0,-0.1299148323855041,3,1
0.0,0.9867258687843836,15,4,0,-0.4837317208165154,2,2
0.0,0.9867258687843836,9,4,1,0.6648659613314474,4,0
1.0,-1.0134527041760542,15,0,1,1.5067061441500604,5,0
1.0,-1.0134527041760542,1,3,0,-0.5534493343004585,2,2
1.0,-1.0134527041760542,10,3,1,0.4818572259360966,3,2
1.0,-1.0134527041760542,4,4,2,0.3354502376198161,3,2
0.0,0.9867258687843836,9,2,1,-0.0741407415983496,3,1
0.0,0.9867258687843836,8,2,0,0.0583227240211422,3,0
0.0,0.9867258687843836,3,1,1,-1.5207812213901692,1,1
1.0,-1.0134527041760542,12,2,0,-0.0706548609241524,3,2
1.0,-1.0134527041760542,7,0,1,-0.5325340502552757,2,1
1.0,-1.0134527041760542,11,3,1,0.860075279086488,4,1
0.0,0.9867258687843836,13,3,0,-1.492894175996592,1,2
0.0,0.9867258687843836,4,4,1,0.0234639172791707,3,0
0.0,0.9867258687843836,2,1,1,-1.5591259088063385,1,3
0.0,0.9867258687843836,13,0,0,0.880990563131671,4,0
1.0,-1.0134527041760542,13,4,2,1.0134540287511629,4,3
1.0,-1.0134527041760542,10,4,1,1.0796857615609088,4,1
1.0,-1.0134527041760542,12,2,1,-0.1002848466548283,3,3
1.0,-1.0134527041760542,12,1,0,1.6687995955002282,5,3
1.0,-1.0134527041760542,8,4,0,0.7380694554895876,4,3
0.0,0.9867258687843836,10,3,2,0.6003771688588,4,1
1.0,-1.0134527041760542,14,1,1,-0.1490871760935884,3,1
0.0,0.9867258687843836,15,0,1,0.9960246253801772,4,2
1.0,-1.0134527041760542,6,1,1,-1.9948609930809824,1,2
0.0,0.9867258687843836,5,4,2,0.2587608627874787,3,2
0.0,0.9867258687843836,14,0,1,-0.9578114925073288,2,3
1.0,-1.0134527041760542,10,0,2,0.4225972544747449,3,0
1.0,-1.0134527041760542,15,2,2,-0.4715311384568253,2,2
1.0,-1.0134527041760542,0,4,1,0.9785952220091914,4,3
1.0,-1.0134527041760542,6,1,0,-0.6005087234021201,2,1
0.0,0.9867258687843836,14,1,1,1.5642231752743134,5,0
0.0,0.9867258687843836,0,1,2,-1.6480158659983657,1,1
0.0,0.9867258687843836,12,3,2,0.311049072900436,3,0
1.0,-1.0134527041760542,15,1,2,-0.2641212383420946,3,0
1.0,-1.0134527041760542,11,0,2,0.2273879367197043,3,0
0.0,0.9867258687843836,4,2,2,-0.2083471475549401,3,2
0.0,0.9867258687843836,12,3,0,-0.9822126572267088,2,0
1.0,-1.0134527041760542,8,4,0,-0.5743646183456415,2,0
0.0,0.9867258687843836,9,0,1,-1.7212193601565058,1,0
1.0,-1.0134527041760542,12,2,1,0.4713995839135052,3,2
0.0,0.9867258687843836,4,3,0,0.3284784762714218,3,3
1.0,-1.0134527041760542,10,0,1,-0.638853410818289,2,3
0.0,0.9867258687843836,11,2,2,0.0234639172791707,3,3
1.0,-1.0134527041760542,6,3,0,2.172509352921717,5,3
1.0,-1.0134527041760542,0,1,0,-0.2205477299146301,3,2
0.0,0.9867258687843836,14,1,0,1.5955961013420878,5,0
0.0,0.9867258687843836,3,2,0,0.9890528640317828,4,1
0.0,0.9867258687843836,11,3,0,-0.7242574873361192,2,0
0.0,0.9867258687843836,9,2,1,-1.6271005819531827,1,0
0.0,0.9867258687843836,3,1,2,0.0234639172791707,3,1
1.0,-1.0134527041760542,8,0,0,-1.5591259088063385,1,2
0.0,0.9867258687843836,3,1,1,-1.29942779857865,2,0
1.0,-1.0134527041760542,2,4,1,-0.7225145469990206,2,0
0.0,0.9867258687843836,8,1,1,-1.7421346442016885,1,0
0.0,0.9867258687843836,0,1,1,0.6910100663879261,4,0
0.0,0.9867258687843836,14,2,1,1.2208639288658936,4,1
0.0,0.9867258687843836,6,3,0,-0.0967989659806311,3,3
0.0,0.9867258687843836,4,0,2,0.5533177797571384,4,1
0.0,0.9867258687843836,11,1,1,0.1820714879551412,3,0
0.0,0.9867258687843836,5,3,0,-0.8776362370007941,2,2
0.0,0.9867258687843836,5,3,1,-0.407042345984178,3,1
0.0,0.9867258687843836,8,3,1,-1.70378995678552,1,2
0.0,0.9867258687843836,7,3,1,-0.2310053719372216,3,3
1.0,-1.0134527041760542,4,3,2,-0.886350938686287,2,3
0.0,0.9867258687843836,14,0,0,-0.6405963511553875,2,0
1.0,-1.0134527041760542,0,1,1,-0.0305672331708852,3,3
1.0,-1.0134527041760542,14,1,2,1.0099681480769656,4,2
1.0,-1.0134527041760542,5,4,2,0.7467841571750805,4,0
0.0,0.9867258687843836,1,4,2,-0.1926606845210529,3,0
1.0,-1.0134527041760542,1,4,2,0.7607276798718692,4,0
0.0,0.9867258687843836,5,1,0,0.4278260754860407,3,2
1.0,-1.0134527041760542,9,3,2,-0.1037707273290254,3,1
1.0,-1.0134527041760542,3,0,1,0.8199876513332208,4,0
0.0,0.9867258687843836,8,2,2,0.9995105060543742,4,0
0.0,0.9867258687843836,14,2,1,0.3302214166085204,3,0
0.0,0.9867258687843836,12,4,2,0.7136682907702075,4,2
1.0,-1.0134527041760542,14,2,1,1.1354598523480637,4,1
0.0,0.9867258687843836,14,2,1,0.7781570832428549,4,1
1.0,-1.0134527041760542,7,4,0,-0.5830793200311344,2,3
1.0,-1.0134527041760542,11,4,1,0.0652944853695365,3,3
1.0,-1.0134527041760542,2,4,2,-0.6440822318295846,2,2
1.0,-1.0134527041760542,15,2,1,-0.5342769905923742,2,0
1.0,-1.0134527041760542,6,1,0,-1.5608688491434366,1,1
0.0,0.9867258687843836,6,0,0,-2.0332056804971512,1,1
1.0,-1.0134527041760542,11,4,1,0.8391599950413051,4,3
0.0,0.9867258687843836,12,2,2,-0.7469157117184008,2,3
0.0,0.9867258687843836,8,2,1,-0.5569352149746557,2,2
0.0,0.9867258687843836,4,4,0,0.5045154503183782,3,2
0.0,0.9867258687843836,10,1,1,-1.1477919892510735,2,2
0.0,0.9867258687843836,7,2,0,0.9175923102107412,4,2
1.0,-1.0134527041760542,12,4,2,-0.6405963511553875,2,3
0.0,0.9867258687843836,2,0,1,-1.0623879127332436,2,0
1.0,-1.0134527041760542,9,2,0,1.3690138575192723,4,1
0.0,0.9867258687843836,13,1,1,0.2273879367197043,3,1
0.0,0.9867258687843836,10,1,1,-0.1996324458694472,3,3
0.0,0.9867258687843836,8,4,0,0.5411171973974483,4,3
0.0,0.9867258687843836,15,2,2,0.0147492155936778,3,2
1.0,-1.0134527041760542,9,2,0,-0.8933227000346813,2,2
0.0,0.9867258687843836,11,3,0,-0.5273052292439798,2,0
1.0,-1.0134527041760542,8,3,1,-0.0479966365418709,3,1
1.0,-1.0134527041760542,1,3,2,-2.019262157800363,1,3
0.0,0.9867258687843836,10,1,0,0.5097442713296739,4,2
0.0,0.9867258687843836,14,2,1,0.4400266578457308,3,2
0.0,0.9867258687843836,0,2,1,0.0147492155936778,3,0
1.0,-1.0134527041760542,6,3,1,-0.0567113382273638,3,1
0.0,0.9867258687843836,10,3,0,0.860075279086488,4,1
0.0,0.9867258687843836,4,0,1,0.1942720703148313,3,1
0.0,0.9867258687843836,6,1,2,-1.4423489062207333,2,1
0.0,0.9867258687843836,9,3,2,-0.2484347753082074,3,2
0.0,0.9867258687843836,15,4,0,1.4526749937000043,4,2
1.0,-1.0134527041760542,15,3,0,1.1372027926851618,4,1
0.0,0.9867258687843836,10,4,2,0.3807666863843791,3,0
0.0,0.9867258687843836,15,1,0,1.77686189640034,5,1
0.0,0.9867258687843836,7,4,2,0.0583227240211422,3,0
1.0,-1.0134527041760542,7,0,1,0.0321786189646636,3,3
0.0,0.9867258687843836,10,2,1,-1.344744247343213,2,3
1.0,-1.0134527041760542,12,4,2,-0.6719692772231619,2,2
1.0,-1.0134527041760542,6,0,0,-0.0323101735079837,3,2
