Purchase Year,Purchase Recency,Ticket Subject,Ticket Type,Customer Gender,Response Duration (hrs),Duration Bucket,Ticket Channel,Customer Satisfaction Rating
1.0,-1.0134527041760542,13,4,0,0.5097442713296739,4,2,2
1.0,-1.0134527041760542,1,0,1,0.5846907058249128,4,3,5
1.0,-1.0134527041760542,6,2,1,-0.5795934393569372,2,0,2
1.0,-1.0134527041760542,2,3,2,-1.2436537077914953,2,3,3
0.0,0.9867258687843835,11,1,1,-0.41749998800676946,3,0,2
1.0,-1.0134527041760542,6,3,2,0.926307011896234,4,3,3
1.0,-1.0134527041760542,3,0,1,-0.0619401592386596,3,2,1
0.0,0.9867258687843835,14,0,0,-0.6405963511553875,2,0,4
1.0,-1.0134527041760542,15,4,2,-0.16303069879037713,3,3,5
1.0,-1.0134527041760542,14,2,1,0.19252912997773278,3,0,2
1.0,-1.0134527041760542,11,0,0,0.455713120879618,3,1,2
0.0,0.9867258687843835,2,2,0,-0.15780187777908142,3,2,3
1.0,-1.0134527041760542,7,0,0,-0.30943768710665764,3,3,5
0.0,0.9867258687843835,2,1,1,1.4108444256096386,4,2,2
0.0,0.9867258687843835,10,2,1,0.11758269548249393,3,2,1
1.0,-1.0134527041760542,15,1,0,0.9402505345930225,4,0,5
1.0,-1.0134527041760542,10,3,0,0.32499259559722465,3,3,2
0.0,0.9867258687843835,10,4,1,-0.9386391487992441,2,3,2
0.0,0.9867258687843835,13,3,0,0.21518735436001427,3,0,2
0.0,0.9867258687843835,1,4,0,0.13849797952767684,3,1,1
1.0,-1.0134527041760542,9,1,0,-0.023595471822490895,3,1,2
0.0,0.9867258687843835,2,4,1,-0.7939751008200623,2,0,4
1.0,-1.0134527041760542,15,1,2,-0.7922321604829637,2,1,4
1.0,-1.0134527041760542,1,3,1,-0.7120569049764292,2,3,3
0.0,0.9867258687843835,6,3,0,1.1337169120109645,4,2,4
1.0,-1.0134527041760542,12,3,0,0.5829477654878142,4,0,5
0.0,0.9867258687843835,4,4,1,0.1890432493035356,3,3,2
1.0,-1.0134527041760542,7,4,2,-1.1321055262171864,2,2,2
1.0,-1.0134527041760542,11,4,1,0.8391599950413051,4,3,3
0.0,0.9867258687843835,3,2,1,-0.47850289980521976,2,1,1
1.0,-1.0134527041760542,2,1,1,0.5829477654878142,4,0,5
1.0,-1.0134527041760542,8,4,2,1.2626944969562595,4,2,3
1.0,-1.0134527041760542,9,4,1,-0.9055232823943714,2,3,5
0.0,0.9867258687843835,1,0,0,1.8796953762891562,5,1,3
1.0,-1.0134527041760542,11,1,2,1.020425790099557,4,3,2
0.0,0.9867258687843835,7,3,1,-0.5656499166601486,2,1,2
1.0,-1.0134527041760542,14,1,1,-1.5016088776820848,1,0,4
1.0,-1.0134527041760542,2,4,1,2.057475290673211,5,0,2
0.0,0.9867258687843835,8,1,1,0.2500461611019858,3,1,5
0.0,0.9867258687843835,11,2,2,0.22738793671970434,3,0,4
1.0,-1.0134527041760542,9,1,1,0.5411171973974483,4,0,1
0.0,0.9867258687843835,10,0,1,-0.440158212389051,3,3,3
0.0,0.9867258687843835,0,3,1,-1.538210624761155,1,1,2
1.0,-1.0134527041760542,1,1,2,0.07400918705502947,3,1,1
1.0,-1.0134527041760542,1,3,1,0.6613800806572502,4,3,5
1.0,-1.0134527041760542,2,4,2,0.09318153076311383,3,2,1
1.0,-1.0134527041760542,14,2,0,0.042636260987255065,3,2,1
0.0,0.9867258687843835,3,3,2,-2.10815211499239,1,1,4
0.0,0.9867258687843835,10,2,0,0.6352359756007715,4,1,5
1.0,-1.0134527041760542,14,2,1,-0.2780647610388833,3,1,4
0.0,0.9867258687843835,5,3,2,0.4958007486328853,3,3,3
0.0,0.9867258687843835,15,4,0,-0.44190115272614955,3,0,4
1.0,-1.0134527041760542,6,1,1,-1.883312811506673,1,1,2
0.0,0.9867258687843835,3,0,0,0.12978327784218394,3,0,4
1.0,-1.0134527041760542,5,4,2,1.3080109457208224,4,2,4
0.0,0.9867258687843835,14,2,0,-0.43144351070355813,3,0,1
0.0,0.9867258687843835,4,4,0,1.1145445683028803,4,2,2
1.0,-1.0134527041760542,2,1,0,-0.15431599710488425,3,3,3
1.0,-1.0134527041760542,7,0,2,-0.4262146896922624,3,2,1
1.0,-1.0134527041760542,1,1,1,0.4696566435764067,3,3,2
0.0,0.9867258687843835,11,2,0,-1.4841794743110992,1,1,2
1.0,-1.0134527041760542,6,3,1,0.20124383166322565,3,2,4
0.0,0.9867258687843835,15,4,0,2.343317505957378,5,0,2
0.0,0.9867258687843835,6,3,1,-1.1181620035203979,2,2,3
1.0,-1.0134527041760542,3,3,1,0.14024091986477544,3,0,1
1.0,-1.0134527041760542,13,1,0,0.645693617623363,4,3,4
1.0,-1.0134527041760542,4,2,2,-0.011394889462800841,3,3,2
1.0,-1.0134527041760542,8,1,2,-0.03579605418218094,3,1,2
0.0,0.9867258687843835,3,4,1,-1.332543664983523,2,0,2
1.0,-1.0134527041760542,4,3,1,0.7188971117815033,4,2,3
0.0,0.9867258687843835,5,4,0,-0.27109299969048894,3,2,1
0.0,0.9867258687843835,15,3,2,-1.583527073525718,1,0,1
1.0,-1.0134527041760542,0,0,0,-1.658473508020957,1,3,1
1.0,-1.0134527041760542,2,3,1,0.25701792245038013,3,3,5
0.0,0.9867258687843835,4,3,1,-1.022300284979976,2,1,5
1.0,-1.0134527041760542,9,2,0,-0.04451075586767382,3,1,1
0.0,0.9867258687843835,4,0,2,1.4945055617903702,5,1,3
0.0,0.9867258687843835,2,2,2,0.2692185048100702,3,3,2
0.0,0.9867258687843835,4,0,0,-0.6353675301440918,2,0,5
0.0,0.9867258687843835,8,1,0,-0.5917940217166273,2,1,2
1.0,-1.0134527041760542,3,3,2,-0.753887473066795,2,2,3
1.0,-1.0134527041760542,14,1,0,-0.24146301395981312,3,2,4
1.0,-1.0134527041760542,0,2,2,-0.9839555975638076,2,3,1
0.0,0.9867258687843835,13,4,2,-2.2127285352183046,1,2,5
1.0,-1.0134527041760542,3,4,0,-1.1355914068913835,2,0,5
1.0,-1.0134527041760542,11,2,0,1.2348074515626821,4,2,5
0.0,0.9867258687843835,0,0,1,-1.031014986665469,2,0,4
1.0,-1.0134527041760542,0,4,2,1.6130255047130737,5,3,1
0.0,0.9867258687843835,7,4,2,0.6561512596459544,4,2,1
0.0,0.9867258687843835,11,1,2,0.8966770261655582,4,0,5
1.0,-1.0134527041760542,6,0,0,0.03043567862756502,3,2,2
1.0,-1.0134527041760542,2,4,0,0.36508022335049195,3,2,3
1.0,-1.0134527041760542,11,2,1,0.7624706202089677,4,0,5
1.0,-1.0134527041760542,1,2,2,0.5742330638023213,4,2,2
1.0,-1.0134527041760542,4,4,2,-0.29375122407277043,3,0,1
1.0,-1.0134527041760542,12,4,1,-0.2135759685662359,3,2,2
0.0,0.9867258687843835,15,0,1,0.9960246253801772,4,2,4
1.0,-1.0134527041760542,0,2,0,0.7380694554895876,4,0,3
0.0,0.9867258687843835,1,3,2,-1.0362438076767648,2,1,3
0.0,0.9867258687843835,13,3,1,-1.4388630255465362,2,0,1
1.0,-1.0134527041760542,5,3,0,1.9685853334811834,5,3,1
0.0,0.9867258687843835,0,4,2,-0.4697881981197268,3,2,2
1.0,-1.0134527041760542,10,4,0,0.43131195616023793,3,2,3
1.0,-1.0134527041760542,2,1,2,1.0971151649318946,4,0,3
1.0,-1.0134527041760542,5,3,1,1.965099452806986,5,1,2
1.0,-1.0134527041760542,7,0,1,-0.9020374017201742,2,1,5
0.0,0.9867258687843835,10,2,1,0.31104907290043604,3,0,3
0.0,0.9867258687843835,8,4,1,0.8339311740300095,4,2,3
0.0,0.9867258687843835,2,1,0,-0.36346883755671355,3,2,5
1.0,-1.0134527041760542,10,0,0,-1.1477919892510735,2,2,1
0.0,0.9867258687843835,8,2,0,1.2818668406643439,4,3,4
1.0,-1.0134527041760542,8,0,0,-0.506389945198797,2,0,2
1.0,-1.0134527041760542,3,0,0,-1.0501873303735534,2,1,4
0.0,0.9867258687843835,0,2,2,-1.8554257661130964,1,3,1
0.0,0.9867258687843835,15,1,2,0.2779332064955631,3,3,2
0.0,0.9867258687843835,13,3,1,-0.8375486092475268,2,0,2
0.0,0.9867258687843835,12,3,1,1.0918863439205988,4,2,2
0.0,0.9867258687843835,3,4,0,0.12978327784218394,3,2,5
0.0,0.9867258687843835,3,1,1,-0.15954481811617996,3,2,3
0.0,0.9867258687843835,2,4,1,1.4474461726887085,4,2,4
1.0,-1.0134527041760542,0,4,1,0.9785952220091914,4,3,2
1.0,-1.0134527041760542,7,0,2,0.872275861446178,4,1,4
0.0,0.9867258687843835,14,3,2,-0.5464775729520642,2,1,5
1.0,-1.0134527041760542,7,2,2,0.9297928925704312,4,3,3
1.0,-1.0134527041760542,8,2,0,-0.3530111955341221,3,2,4
1.0,-1.0134527041760542,14,4,0,-0.2641212383420946,3,1,4
0.0,0.9867258687843835,6,0,0,-2.0332056804971512,1,1,5
0.0,0.9867258687843835,0,2,2,0.02520685761626928,3,0,2
1.0,-1.0134527041760542,6,0,2,-1.3604307103771,2,1,2
1.0,-1.0134527041760542,3,1,1,0.3476508199795062,3,0,3
1.0,-1.0134527041760542,6,4,1,-1.571326491166028,1,1,1
1.0,-1.0134527041760542,5,0,1,-1.695075255100027,1,2,2
0.0,0.9867258687843835,8,1,0,1.7332883879728753,5,1,5
0.0,0.9867258687843835,14,3,1,1.463132635722596,4,3,1
0.0,0.9867258687843835,2,3,0,1.273152138978851,4,2,3
0.0,0.9867258687843835,15,3,2,0.6892671260508274,4,1,1
1.0,-1.0134527041760542,12,3,0,1.9284977057279162,5,1,1
1.0,-1.0134527041760542,2,4,2,1.6287119677469608,5,3,2
1.0,-1.0134527041760542,3,0,0,0.19775795098902849,3,3,4
0.0,0.9867258687843835,13,2,0,-1.173936094307552,2,3,3
0.0,0.9867258687843835,7,1,0,-0.8061756831797523,2,3,2
0.0,0.9867258687843835,4,2,2,-0.9490967908218357,2,2,5
1.0,-1.0134527041760542,15,2,0,1.3899291415644555,4,1,1
1.0,-1.0134527041760542,14,1,2,-0.9299244471137514,2,3,3
1.0,-1.0134527041760542,5,4,1,0.7136682907702075,4,2,5
0.0,0.9867258687843835,13,2,2,-1.308142500264143,2,1,3
0.0,0.9867258687843835,3,4,2,0.12281151649378966,3,0,3
1.0,-1.0134527041760542,10,2,0,-0.6527969335150775,2,2,2
0.0,0.9867258687843835,5,0,2,-2.075036248587517,1,1,4
0.0,0.9867258687843835,15,2,2,-0.8758932966636955,2,3,1
0.0,0.9867258687843835,14,0,1,-0.9578114925073289,2,3,5
0.0,0.9867258687843835,10,1,0,-2.066321546902024,1,1,1
1.0,-1.0134527041760542,4,4,2,-0.14908717609358849,3,0,5
0.0,0.9867258687843835,14,2,2,-1.5364676844240566,1,0,2
0.0,0.9867258687843835,6,3,1,1.252236854933668,4,0,3
1.0,-1.0134527041760542,9,1,1,-0.11945719036291266,3,1,5
0.0,0.9867258687843835,4,4,2,1.945927109098902,5,2,2
1.0,-1.0134527041760542,12,2,2,0.8443888160526009,4,1,1
1.0,-1.0134527041760542,3,3,0,-1.079817316104229,2,0,5
0.0,0.9867258687843835,10,4,0,-0.9159809244169628,2,2,2
0.0,0.9867258687843835,7,0,2,0.21693029469711284,3,2,1
0.0,0.9867258687843835,1,4,1,1.9284977057279162,5,1,1
1.0,-1.0134527041760542,4,1,2,1.487533800441976,5,3,2
0.0,0.9867258687843835,6,4,0,0.2674755644729716,3,0,4
1.0,-1.0134527041760542,10,1,2,0.5411171973974483,4,0,4
0.0,0.9867258687843835,12,4,0,-0.6649975158747675,2,0,2
0.0,0.9867258687843835,6,1,1,-0.8793791773378927,2,0,1
0.0,0.9867258687843835,10,4,1,0.24133145941649295,3,1,1
0.0,0.9867258687843835,14,1,1,0.41736843346344926,3,1,4
0.0,0.9867258687843835,10,4,1,-1.2157666623979182,2,2,3
1.0,-1.0134527041760542,8,4,2,1.8796953762891562,5,1,2
1.0,-1.0134527041760542,11,1,2,-1.5207812213901692,1,2,5
0.0,0.9867258687843835,9,2,0,1.0256546111108529,4,2,4
0.0,0.9867258687843835,7,3,2,2.1672805319104214,5,0,2
1.0,-1.0134527041760542,13,4,0,-0.41575704766967087,3,3,1
0.0,0.9867258687843835,2,2,0,0.1698709055954513,3,3,5
1.0,-1.0134527041760542,12,0,0,0.8252164723445164,4,1,1
0.0,0.9867258687843835,9,3,2,1.083171642235106,4,0,5
0.0,0.9867258687843835,6,2,0,1.0901434035835003,4,0,4
0.0,0.9867258687843835,0,1,1,0.6910100663879261,4,0,5
0.0,0.9867258687843835,11,1,0,1.7385172089841712,5,0,5
0.0,0.9867258687843835,5,3,0,1.571194936622708,5,2,4
0.0,0.9867258687843835,12,3,2,0.03740743997595933,3,2,1
1.0,-1.0134527041760542,12,2,2,-0.9055232823943714,2,2,4
0.0,0.9867258687843835,15,1,0,1.3847003205531598,4,1,3
1.0,-1.0134527041760542,12,3,1,0.09143859042601525,3,0,1
1.0,-1.0134527041760542,10,2,1,-0.4384152720519524,3,3,3
0.0,0.9867258687843835,10,4,0,1.6304549080840591,5,1,2
0.0,0.9867258687843835,13,3,0,1.3847003205531598,4,3,4
1.0,-1.0134527041760542,6,2,2,2.2160828613491814,5,3,4
0.0,0.9867258687843835,12,3,0,1.6687995955002282,5,2,3
1.0,-1.0134527041760542,6,1,0,0.1890432493035356,3,3,3
1.0,-1.0134527041760542,15,2,0,-1.7647928685839702,1,1,4
1.0,-1.0134527041760542,6,3,1,-1.0048708816089902,2,0,4
1.0,-1.0134527041760542,8,1,0,-0.617938126773106,2,2,3
1.0,-1.0134527041760542,11,2,2,0.0949244711002124,3,2,5
0.0,0.9867258687843835,11,0,0,0.3093061325633375,3,2,4
0.0,0.9867258687843835,5,3,0,0.27096144514716874,3,1,1
1.0,-1.0134527041760542,5,3,0,0.34416493930530906,3,1,5
0.0,0.9867258687843835,1,0,0,-1.8048804963372376,1,3,3
1.0,-1.0134527041760542,7,0,0,0.2692185048100702,3,3,2
0.0,0.9867258687843835,9,2,2,-0.7887462798087665,2,2,5
0.0,0.9867258687843835,5,3,2,0.9350217135817268,4,3,3
1.0,-1.0134527041760542,0,3,2,1.191233943135218,4,1,2
1.0,-1.0134527041760542,11,4,0,-1.836253422405012,1,0,1
0.0,0.9867258687843835,14,1,0,1.2801239003272453,4,2,5
0.0,0.9867258687843835,6,3,1,0.4016819704295621,3,0,3
1.0,-1.0134527041760542,12,1,0,0.4365407771715336,3,2,3
1.0,-1.0134527041760542,9,4,2,-0.09505602564353259,3,2,5
0.0,0.9867258687843835,3,0,0,-1.266311932173777,2,0,2
0.0,0.9867258687843835,12,2,1,0.18730030896643704,3,1,4
1.0,-1.0134527041760542,10,0,0,-0.7660880554264851,2,2,5
1.0,-1.0134527041760542,13,4,0,-0.8985515210459771,2,3,2
0.0,0.9867258687843835,15,4,0,1.4526749937000045,4,2,4
0.0,0.9867258687843835,13,3,2,0.31279201323753464,3,2,2
0.0,0.9867258687843835,2,0,0,-0.1787171618242643,3,3,5
1.0,-1.0134527041760542,3,1,2,-1.571326491166028,1,0,5
1.0,-1.0134527041760542,8,4,1,0.07226624671793089,3,2,4
1.0,-1.0134527041760542,0,0,0,0.15592738289866262,3,0,3
0.0,0.9867258687843835,6,1,1,-0.1804601021613629,3,2,2
1.0,-1.0134527041760542,8,3,0,0.36508022335049195,3,3,2
0.0,0.9867258687843835,1,2,2,-0.28329358205017896,3,3,4
0.0,0.9867258687843835,5,1,0,1.022168730436656,4,0,2
0.0,0.9867258687843835,10,4,0,0.4923148679586882,3,1,4
0.0,0.9867258687843835,4,2,1,-2.0889797712843055,1,3,3
0.0,0.9867258687843835,9,0,0,0.8670470404348822,4,0,4
0.0,0.9867258687843835,6,0,0,-0.47327407879392397,2,2,1
1.0,-1.0134527041760542,6,4,1,1.301039184372428,4,2,1
0.0,0.9867258687843835,11,2,1,-0.2920082837356719,3,2,5
1.0,-1.0134527041760542,10,4,0,0.926307011896234,4,3,3
0.0,0.9867258687843835,4,1,1,-1.0920178984639193,2,0,2
0.0,0.9867258687843835,0,1,1,0.36333728301339335,3,1,5
1.0,-1.0134527041760542,9,4,2,-1.0275291059912717,2,1,4
1.0,-1.0134527041760542,8,1,2,0.7868717849283479,4,0,3
1.0,-1.0134527041760542,5,2,2,-0.9212097454282586,2,2,5
0.0,0.9867258687843835,12,1,0,-1.1338484665542852,2,0,3
0.0,0.9867258687843835,6,1,0,0.3337072972827176,3,2,5
1.0,-1.0134527041760542,8,2,2,0.790357665602545,4,3,1
0.0,0.9867258687843835,1,2,2,-0.17697422148716574,3,1,1
1.0,-1.0134527041760542,6,1,0,0.8165017706590236,4,1,5
0.0,0.9867258687843835,1,0,2,0.7851288445912492,4,0,5
1.0,-1.0134527041760542,9,0,2,-0.8950656403717799,2,3,3
0.0,0.9867258687843835,4,4,0,-0.9682691345299201,2,1,3
1.0,-1.0134527041760542,11,4,1,0.7032106487476161,4,3,4
1.0,-1.0134527041760542,5,0,2,0.2448173400906901,3,3,1
1.0,-1.0134527041760542,9,0,1,0.4679137032393081,3,2,4
0.0,0.9867258687843835,0,0,1,0.488828987284491,3,0,5
0.0,0.9867258687843835,14,3,2,-0.3460394341857278,3,0,3
1.0,-1.0134527041760542,8,0,1,0.4731425242506038,3,1,4
1.0,-1.0134527041760542,14,3,1,-1.2349390061060026,2,3,3
0.0,0.9867258687843835,11,0,2,-0.5656499166601486,2,3,2
0.0,0.9867258687843835,7,3,1,-0.5151046468842898,2,0,5
1.0,-1.0134527041760542,9,3,2,-0.10377072732902548,3,1,4
1.0,-1.0134527041760542,0,2,2,1.656599013140538,5,2,1
0.0,0.9867258687843835,14,1,2,-0.39658470396158657,3,0,2
0.0,0.9867258687843835,6,1,2,0.7642135605460663,4,2,2
1.0,-1.0134527041760542,8,2,2,0.513230152003871,4,2,5
1.0,-1.0134527041760542,5,1,2,1.1354598523480635,4,2,1
0.0,0.9867258687843835,9,4,0,1.822178345164903,5,2,1
1.0,-1.0134527041760542,7,3,0,0.14721268121316974,3,1,5
0.0,0.9867258687843835,15,4,0,-0.7294863083474149,2,2,4
0.0,0.9867258687843835,4,4,2,1.5032202634758631,5,0,5
0.0,0.9867258687843835,1,0,0,0.27096144514716874,3,0,2
1.0,-1.0134527041760542,4,3,0,0.2448173400906901,3,0,1
0.0,0.9867258687843835,12,2,1,-0.23797713328561593,3,0,4
1.0,-1.0134527041760542,4,2,1,-0.6615116352005704,2,1,2
1.0,-1.0134527041760542,11,2,1,0.26398968379877447,3,0,4
1.0,-1.0134527041760542,2,3,2,-0.9334103277879485,2,3,2
1.0,-1.0134527041760542,5,2,0,-1.8083663770114349,1,2,3
1.0,-1.0134527041760542,8,2,2,0.11583975514539535,3,2,4
0.0,0.9867258687843835,8,2,1,-0.5569352149746557,2,2,2
1.0,-1.0134527041760542,5,3,0,1.5729378769598061,5,0,5
0.0,0.9867258687843835,15,3,1,1.5345931895436378,5,1,4
1.0,-1.0134527041760542,2,1,0,0.7258688731298977,4,3,4
0.0,0.9867258687843835,12,1,1,0.28664790818105595,3,0,5
1.0,-1.0134527041760542,11,3,2,-0.16651657946457427,3,0,1
1.0,-1.0134527041760542,3,1,2,-0.06891192058705391,3,0,2
0.0,0.9867258687843835,5,0,0,0.8687899807719809,4,3,3
0.0,0.9867258687843835,2,0,0,-1.9565163056648138,1,2,3
1.0,-1.0134527041760542,10,3,2,0.3371931779569147,3,3,2
1.0,-1.0134527041760542,15,1,0,0.3598514023391962,3,0,4
0.0,0.9867258687843835,1,2,2,-0.8950656403717799,2,3,5
0.0,0.9867258687843835,0,1,1,1.982528856177972,5,1,1
1.0,-1.0134527041760542,6,2,2,-1.0937608388010178,2,1,4
0.0,0.9867258687843835,9,2,0,0.9454793556043182,4,3,4
0.0,0.9867258687843835,14,4,0,0.3215067149230275,3,3,5
1.0,-1.0134527041760542,15,3,0,-0.2188047895775316,3,3,5
1.0,-1.0134527041760542,13,4,2,-0.8270909672249352,2,3,4
1.0,-1.0134527041760542,1,3,2,-0.23972007362271455,3,3,1
0.0,0.9867258687843835,15,4,1,-0.2728359400275875,3,3,2
0.0,0.9867258687843835,4,4,0,0.5045154503183782,3,2,2
0.0,0.9867258687843835,9,2,2,0.48185722593609664,3,3,4
1.0,-1.0134527041760542,8,0,2,0.33022141660852045,3,2,2
0.0,0.9867258687843835,13,3,1,2.0888482167409856,5,3,2
1.0,-1.0134527041760542,8,0,1,-0.6301387091327959,2,3,2
0.0,0.9867258687843835,6,3,0,-1.1809078556559467,2,2,5
0.0,0.9867258687843835,5,4,0,0.9541940572898112,4,0,5
1.0,-1.0134527041760542,12,1,2,-1.0955037791381161,2,2,5
0.0,0.9867258687843835,3,2,0,-0.44364409306324815,3,1,4
0.0,0.9867258687843835,8,4,0,0.43828371750863226,3,1,2
0.0,0.9867258687843835,12,1,1,0.5951483478475043,4,2,1
0.0,0.9867258687843835,8,1,1,1.0709710598754159,4,0,4
1.0,-1.0134527041760542,13,0,1,-1.848454004764702,1,0,2
1.0,-1.0134527041760542,13,4,1,0.15244150222446545,3,0,5
1.0,-1.0134527041760542,5,0,0,-0.10551366766612406,3,0,4
0.0,0.9867258687843835,8,4,0,-0.10551366766612406,3,1,5
0.0,0.9867258687843835,12,3,1,-0.2013753862065458,3,1,3
0.0,0.9867258687843835,0,1,0,0.6352359756007715,4,0,5
0.0,0.9867258687843835,7,4,1,0.9820811026833886,4,2,2
0.0,0.9867258687843835,9,1,0,-1.1286196455429893,2,3,4
